Order Date,Order ID,Customer ID,Customer Segment,Product,Category,Region,State,Sales,Quantity,Discount,Cost,Profit,Payment Method,Shipping Mode
2025-04-08,ORD-00184,CUST-10319,Consumer,Mouse,Accessories,East,West Bengal,2174.35,7,0.05,1692.01,482.33,Bank Transfer,Standard
2025-02-17,ORD-00185,CUST-10149,Small Business,Keyboard,Accessories,North,Punjab,677.2,2,0.1,433.08,244.11,Debit Card,Express
2025-10-30,ORD-00186,CUST-10037,Consumer,Laptop Pro,Electronics,North,Haryana,5373.77,6,0.15,4290.48,1083.3,Cash,Standard
2025-10-18,ORD-00187,CUST-10245,Consumer,Desk Organizer,Office Supplies,East,Jharkhand,777.16,3,0.2,618.49,158.67,Cash,Standard
2025-02-22,ORD-00188,CUST-10053,Consumer,Smartphone X,Electronics,West,Gujarat,6453.82,7,0.0,4251.53,2202.29,Credit Card,Same Day
2025-07-15,ORD-00189,CUST-10319,Corporate,USB Hub,Accessories,North,Uttar Pradesh,552.82,1,0.05,423.94,128.88,Cash,Standard
2025-08-24,ORD-00190,CUST-10135,Corporate,Smartphone X,Electronics,West,Goa,3032.47,4,0.1,2314.63,717.83,UPI,Express
2025-08-18,ORD-00191,CUST-10275,Corporate,Webcam,Accessories,South,Tamil Nadu,1830.82,7,0.05,1523.12,307.69,Debit Card,Standard
2025-12-26,ORD-00192,CUST-10230,Consumer,Webcam,Accessories,West,Maharashtra,532.25,1,0.05,330.43,201.82,Bank Transfer,Express
2025-08-23,ORD-00193,CUST-10163,Small Business,Smartphone X,Electronics,West,Rajasthan,2789.94,2,0.0,1781.24,1008.7,Debit Card,Standard
2025-09-08,ORD-00194,CUST-10205,Corporate,Tablet Air,Electronics,South,Tamil Nadu,1074.43,1,0.0,779.81,294.62,Bank Transfer,Standard
2025-01-12,ORD-00195,CUST-10064,Consumer,Webcam,Accessories,West,Gujarat,1277.34,3,0.1,757.77,519.57,Cash,Express
2025-01-29,ORD-00196,CUST-10026,Corporate,Laptop Pro,Electronics,West,Maharashtra,2573.53,3,0.1,1813.51,760.02,Debit Card,Express
2025-08-14,ORD-00197,CUST-10269,Corporate,Bookshelf,Furniture,North,Delhi,3001.52,5,0.1,2450.64,550.88,Credit Card,Standard
2025-11-28,ORD-00198,CUST-10336,Corporate,USB Hub,Accessories,South,Karnataka,733.22,2,0.15,457.98,275.24,Debit Card,Express
2025-05-26,ORD-00199,CUST-10302,Consumer,Ink Cartridge,Office Supplies,West,Maharashtra,496.12,2,0.05,356.2,139.91,Cash,Standard
2025-08-23,ORD-00200,CUST-10107,Consumer,Standing Desk,Furniture,East,West Bengal,1844.63,2,0.05,1617.61,227.02,Cash,Same Day
2025-03-18,ORD-00201,CUST-10126,Corporate,Office Chair,Furniture,North,Punjab,4905.89,7,0.0,3590.01,1315.88,Cash,Express
2025-06-16,ORD-00202,CUST-10126,Consumer,Laptop Pro,Electronics,South,Karnataka,9501.75,7,0.0,6931.5,2570.25,Credit Card,Standard
2025-10-02,ORD-00203,CUST-10246,Consumer,Webcam,Accessories,East,Jharkhand,1008.26,2,0.05,753.82,254.45,Credit Card,Express
2025-08-29,ORD-00204,CUST-10219,Small Business,Tablet Air,Electronics,West,Gujarat,1801.61,2,0.0,1145.47,656.14,Debit Card,Same Day
2025-02-11,ORD-00205,CUST-10279,Corporate,Smartphone X,Electronics,West,Gujarat,787.85,1,0.0,491.74,296.11,Debit Card,Express
2025-11-17,ORD-00206,CUST-10331,Consumer,Smartphone X,Electronics,West,Rajasthan,8063.44,7,0.0,6315.34,1748.1,Bank Transfer,Standard
2025-12-05,ORD-00207,CUST-10138,Consumer,Mouse,Accessories,West,Gujarat,2398.82,5,0.1,1676.13,722.69,Cash,Express
2025-06-24,ORD-00208,CUST-10232,Corporate,Smartphone X,Electronics,North,Punjab,7269.57,6,0.1,4848.6,2420.97,Debit Card,Express
2025-05-05,ORD-00209,CUST-10176,Consumer,Webcam,Accessories,West,Goa,1221.2,3,0.2,719.8,501.4,Credit Card,Standard
2025-07-13,ORD-00210,CUST-10335,Consumer,Notebook Pack,Office Supplies,East,Odisha,1157.0,5,0.15,964.73,192.28,Cash,Express
2025-10-20,ORD-00211,CUST-10124,Consumer,USB Hub,Accessories,North,Punjab,316.75,1,0.1,186.79,129.96,Debit Card,Standard
2025-06-15,ORD-00212,CUST-10066,Corporate,Keyboard,Accessories,North,Delhi,2258.39,5,0.0,1817.99,440.4,Bank Transfer,Express
2025-01-11,ORD-00213,CUST-10133,Corporate,Webcam,Accessories,West,Maharashtra,1537.5,5,0.1,1067.94,469.56,UPI,Express
2025-01-27,ORD-00214,CUST-10217,Consumer,USB Hub,Accessories,South,Kerala,1551.04,3,0.0,1178.18,372.86,Debit Card,Standard
2025-10-24,ORD-00215,CUST-10334,Consumer,Tablet Air,Electronics,North,Haryana,4411.37,5,0.05,2886.37,1525.0,Debit Card,Same Day
2025-10-15,ORD-00216,CUST-10291,Corporate,Desk Organizer,Office Supplies,North,Uttar Pradesh,1174.4,5,0.05,735.9,438.5,UPI,Standard
2025-10-09,ORD-00217,CUST-10007,Corporate,Office Chair,Furniture,West,Goa,3408.41,4,0.05,2522.28,886.13,Credit Card,Standard
2025-02-16,ORD-00218,CUST-10179,Corporate,Bookshelf,Furniture,West,Rajasthan,1678.58,2,0.05,1323.87,354.71,Bank Transfer,Standard
2025-03-04,ORD-00219,CUST-10056,Consumer,USB Hub,Accessories,South,Tamil Nadu,427.4,1,0.1,272.96,154.44,UPI,Standard
2025-05-25,ORD-00220,CUST-10127,Corporate,Webcam,Accessories,East,Jharkhand,2498.89,7,0.15,1776.48,722.41,UPI,Express
2025-03-26,ORD-00221,CUST-10331,Small Business,Desk Organizer,Office Supplies,East,Jharkhand,659.54,2,0.15,470.51,189.03,UPI,Standard
2025-05-22,ORD-00222,CUST-10345,Corporate,Standing Desk,Furniture,East,Bihar,3033.87,3,0.1,1956.22,1077.65,UPI,Same Day
2025-07-23,ORD-00223,CUST-10054,Consumer,Bookshelf,Furniture,North,Haryana,5176.34,5,0.1,3879.74,1296.6,Debit Card,Same Day
2025-04-13,ORD-00224,CUST-10050,Corporate,Standing Desk,Furniture,South,Tamil Nadu,1961.14,2,0.0,1223.32,737.82,Debit Card,Express
2025-02-15,ORD-00225,CUST-10244,Consumer,Conference Table,Furniture,West,Gujarat,2657.62,3,0.1,1947.84,709.79,Bank Transfer,Standard
2025-05-27,ORD-00226,CUST-10144,Consumer,Office Chair,Furniture,South,Kerala,4350.4,5,0.1,2671.27,1679.13,Debit Card,Express
2025-09-21,ORD-00227,CUST-10152,Consumer,Monitor 27,Electronics,West,Maharashtra,5451.07,5,0.05,3955.64,1495.43,Debit Card,Standard
2025-08-14,ORD-00228,CUST-10306,Small Business,Laptop Pro,Electronics,North,Uttar Pradesh,4958.23,5,0.05,3339.27,1618.96,Cash,Express
2025-04-28,ORD-00229,CUST-10323,Consumer,Ink Cartridge,Office Supplies,North,Haryana,251.69,1,0.2,180.13,71.56,Credit Card,Standard
2025-04-24,ORD-00230,CUST-10316,Small Business,Office Chair,Furniture,West,Gujarat,2051.5,4,0.1,1456.82,594.68,Bank Transfer,Same Day
2025-08-02,ORD-00231,CUST-10275,Corporate,Mouse,Accessories,West,Goa,991.82,4,0.1,845.41,146.41,UPI,Standard
2025-03-04,ORD-00232,CUST-10344,Corporate,Desk Organizer,Office Supplies,East,Odisha,1677.45,5,0.1,1219.48,457.98,Cash,Standard
2025-11-01,ORD-00233,CUST-10252,Consumer,Monitor 27,Electronics,South,Karnataka,1501.4,2,0.05,1239.48,261.92,Credit Card,Same Day
2025-11-14,ORD-00234,CUST-10310,Corporate,Laptop Pro,Electronics,North,Punjab,2214.56,2,0.1,1434.36,780.2,Credit Card,Standard
2025-01-10,ORD-00235,CUST-10190,Consumer,Laptop Pro,Electronics,South,Telangana,7485.75,6,0.05,5132.41,2353.33,UPI,Express
2025-12-21,ORD-00236,CUST-10018,Corporate,Keyboard,Accessories,South,Karnataka,1613.03,5,0.05,971.89,641.14,Debit Card,Same Day
2025-01-09,ORD-00237,CUST-10286,Consumer,Smartphone X,Electronics,East,Jharkhand,8486.49,6,0.1,5993.37,2493.12,Credit Card,Standard
2025-06-17,ORD-00238,CUST-10326,Consumer,Bookshelf,Furniture,South,Kerala,1363.53,2,0.0,1064.39,299.14,Cash,Standard
2025-09-01,ORD-00239,CUST-10110,Corporate,USB Hub,Accessories,West,Gujarat,3392.67,7,0.15,2820.84,571.83,UPI,Standard
2025-04-30,ORD-00240,CUST-10150,Consumer,Keyboard,Accessories,West,Gujarat,1005.79,2,0.05,754.12,251.68,Debit Card,Express
2025-03-16,ORD-00241,CUST-10201,Consumer,Monitor 27,Electronics,South,Karnataka,4360.43,5,0.1,3366.34,994.08,Cash,Same Day
2025-01-18,ORD-00242,CUST-10229,Small Business,Laptop Pro,Electronics,South,Telangana,1595.13,2,0.1,1010.01,585.13,Cash,Standard
2025-09-23,ORD-00243,CUST-10237,Consumer,Monitor 27,Electronics,West,Rajasthan,6542.13,7,0.1,3867.46,2674.67,Bank Transfer,Express
2025-01-14,ORD-00244,CUST-10138,Consumer,Tablet Air,Electronics,East,Bihar,3006.76,3,0.1,2458.05,548.71,Debit Card,Standard
2025-06-26,ORD-00245,CUST-10300,Consumer,Smartphone X,Electronics,North,Delhi,4673.39,6,0.2,2944.75,1728.63,Cash,Standard
2025-05-24,ORD-00246,CUST-10285,Consumer,Notebook Pack,Office Supplies,South,Tamil Nadu,1095.53,3,0.1,665.37,430.16,Credit Card,Express
2025-12-20,ORD-00247,CUST-10330,Corporate,USB Hub,Accessories,North,Delhi,1890.88,6,0.1,1628.56,262.32,Cash,Express
2025-12-06,ORD-00248,CUST-10202,Consumer,Bookshelf,Furniture,East,Odisha,4022.39,4,0.1,3495.69,526.71,Debit Card,Standard
2025-10-26,ORD-00249,CUST-10028,Corporate,Notebook Pack,Office Supplies,East,Odisha,206.76,1,0.05,158.15,48.61,Credit Card,Standard
2025-09-24,ORD-00250,CUST-10296,Corporate,Smartphone X,Electronics,East,Jharkhand,3133.72,2,0.05,2173.52,960.2,Credit Card,Standard
2025-07-18,ORD-00251,CUST-10028,Consumer,Mouse,Accessories,North,Uttar Pradesh,1656.69,5,0.05,1375.0,281.68,Debit Card,Standard
2025-05-08,ORD-00252,CUST-10068,Small Business,Printer Paper,Office Supplies,South,Kerala,525.27,2,0.05,336.92,188.35,UPI,Standard
2025-03-02,ORD-00253,CUST-10100,Small Business,USB Hub,Accessories,East,West Bengal,875.29,2,0.05,620.42,254.87,Bank Transfer,Express
2025-12-20,ORD-00254,CUST-10065,Consumer,USB Hub,Accessories,West,Gujarat,1190.98,4,0.05,818.33,372.65,Credit Card,Standard
2025-05-21,ORD-00255,CUST-10254,Consumer,Office Chair,Furniture,West,Maharashtra,1994.29,2,0.1,1702.74,291.54,Credit Card,Standard
2025-06-06,ORD-00256,CUST-10155,Consumer,Smartphone X,Electronics,North,Punjab,1000.21,1,0.0,856.11,144.1,UPI,Express
2025-02-21,ORD-00257,CUST-10077,Consumer,Smartphone X,Electronics,South,Tamil Nadu,5324.52,5,0.15,4127.92,1196.6,Debit Card,Standard
2025-04-12,ORD-00258,CUST-10002,Corporate,Conference Table,Furniture,West,Goa,4399.69,5,0.05,2697.99,1701.7,Credit Card,Standard
2025-08-20,ORD-00259,CUST-10076,Corporate,Mouse,Accessories,West,Goa,2567.63,6,0.1,1860.65,706.98,UPI,Same Day
2025-06-05,ORD-00260,CUST-10243,Consumer,Bookshelf,Furniture,North,Uttar Pradesh,4131.61,7,0.0,2700.42,1431.2,Cash,Standard
2025-08-02,ORD-00261,CUST-10279,Consumer,Ink Cartridge,Office Supplies,West,Goa,208.78,1,0.05,176.52,32.26,Bank Transfer,Standard
2025-03-19,ORD-00262,CUST-10104,Consumer,Bookshelf,Furniture,South,Tamil Nadu,1986.33,3,0.0,1234.55,751.79,Credit Card,Standard
2025-01-30,ORD-00263,CUST-10026,Small Business,Tablet Air,Electronics,East,West Bengal,1845.7,2,0.1,1100.58,745.12,UPI,Standard
2025-11-20,ORD-00264,CUST-10196,Small Business,Bookshelf,Furniture,West,Maharashtra,4329.43,7,0.05,3426.0,903.43,Cash,Standard
2025-06-07,ORD-00265,CUST-10275,Consumer,Ink Cartridge,Office Supplies,South,Kerala,1243.23,4,0.2,890.14,353.1,Bank Transfer,Standard
2025-05-12,ORD-00266,CUST-10025,Corporate,Ink Cartridge,Office Supplies,West,Rajasthan,282.06,1,0.05,234.53,47.52,Debit Card,Standard
2025-04-15,ORD-00267,CUST-10279,Corporate,Bookshelf,Furniture,West,Maharashtra,4394.39,5,0.1,2647.13,1747.26,Bank Transfer,Express
2025-08-29,ORD-00268,CUST-10060,Corporate,Laptop Pro,Electronics,West,Gujarat,1022.57,1,0.05,838.84,183.73,UPI,Standard
2025-07-25,ORD-00269,CUST-10091,Corporate,Printer Paper,Office Supplies,West,Gujarat,438.98,2,0.1,259.53,179.46,Debit Card,Standard
2025-05-23,ORD-00270,CUST-10219,Small Business,Smartphone X,Electronics,West,Gujarat,6899.41,6,0.05,4059.76,2839.65,UPI,Standard
2025-12-06,ORD-00271,CUST-10018,Consumer,USB Hub,Accessories,West,Goa,1413.19,4,0.05,1015.23,397.96,Bank Transfer,Same Day
2025-11-26,ORD-00272,CUST-10107,Consumer,Tablet Air,Electronics,West,Goa,6381.93,6,0.0,4125.2,2256.73,Cash,Standard
2025-03-14,ORD-00273,CUST-10049,Small Business,Laptop Pro,Electronics,West,Goa,4656.12,4,0.0,3529.88,1126.24,Debit Card,Express
2025-08-23,ORD-00274,CUST-10076,Consumer,Conference Table,Furniture,North,Delhi,5378.39,6,0.0,3161.12,2217.27,Bank Transfer,Standard
2025-12-20,ORD-00275,CUST-10271,Consumer,Office Chair,Furniture,North,Punjab,3909.87,4,0.2,2309.23,1600.63,Bank Transfer,Same Day
2025-06-28,ORD-00276,CUST-10081,Corporate,Standing Desk,Furniture,East,West Bengal,669.14,1,0.05,534.07,135.07,Cash,Standard
2025-01-12,ORD-00277,CUST-10016,Corporate,Standing Desk,Furniture,East,Odisha,884.32,1,0.0,568.66,315.66,UPI,Standard
2025-02-18,ORD-00278,CUST-10076,Corporate,Keyboard,Accessories,East,Jharkhand,1551.53,6,0.2,1205.42,346.11,Credit Card,Standard
2025-09-01,ORD-00279,CUST-10031,Corporate,Conference Table,Furniture,South,Tamil Nadu,790.5,1,0.0,636.33,154.17,Credit Card,Standard
2025-11-26,ORD-00280,CUST-10218,Corporate,Bookshelf,Furniture,South,Telangana,2964.77,3,0.05,1772.34,1192.43,Bank Transfer,Express
2025-02-16,ORD-00281,CUST-10341,Consumer,Standing Desk,Furniture,West,Maharashtra,604.02,1,0.1,489.82,114.2,Debit Card,Express
2025-07-19,ORD-00282,CUST-10059,Corporate,Tablet Air,Electronics,West,Goa,3269.98,3,0.15,2159.9,1110.07,Bank Transfer,Express
2025-07-01,ORD-00283,CUST-10256,Corporate,Printer Paper,Office Supplies,West,,1239.03,5,0.1,863.44,375.6,Debit Card,Standard
2025-04-15,ORD-00284,CUST-10127,Small Business,Monitor 27,Electronics,West,Maharashtra,1510.41,2,0.05,915.3,595.11,Cash,Express
2025-08-19,ORD-00285,CUST-10026,Consumer,Ink Cartridge,Office Supplies,North,Delhi,1251.23,4,0.2,1040.51,210.72,Bank Transfer,Standard
2025-11-17,ORD-00286,CUST-10241,Consumer,Monitor 27,Electronics,East,Jharkhand,7896.1,7,0.0,5908.01,1988.09,UPI,Same Day
2025-03-29,ORD-00287,CUST-10074,Corporate,USB Hub,Accessories,West,Rajasthan,429.12,1,0.2,313.86,115.26,Cash,Express
2025-01-20,ORD-00288,CUST-10180,Consumer,Office Chair,Furniture,East,Jharkhand,710.25,1,0.15,618.32,91.93,Cash,Standard
2025-05-12,ORD-00289,CUST-10178,Consumer,Keyboard,Accessories,East,Jharkhand,999.52,2,0.15,680.03,319.49,UPI,Express
2025-04-25,ORD-00290,CUST-10210,Small Business,Bookshelf,Furniture,West,Rajasthan,4275.11,6,0.05,3622.02,653.09,Credit Card,Standard
2025-09-23,ORD-00291,CUST-10048,Corporate,Smartphone X,Electronics,South,Karnataka,3380.26,3,0.0,2690.37,689.89,Cash,Standard
2025-07-15,ORD-00292,CUST-10088,Consumer,Mouse,Accessories,West,Rajasthan,2375.9,5,0.1,2039.85,336.05,Cash,Standard
2025-01-07,ORD-00293,CUST-10259,Consumer,Printer Paper,Office Supplies,South,Karnataka,233.08,1,0.1,198.67,34.42,Debit Card,Express
2025-05-05,ORD-00294,CUST-10327,Consumer,Desk Organizer,Office Supplies,West,Goa,1423.53,6,0.1,1248.87,174.65,Debit Card,Standard
2025-09-26,ORD-00295,CUST-10005,Corporate,Standing Desk,Furniture,South,Kerala,1044.63,1,0.15,647.15,397.48,UPI,Standard
2025-06-24,ORD-00296,CUST-10145,Corporate,Printer Paper,Office Supplies,South,Kerala,1379.06,5,0.1,1129.18,249.88,Debit Card,Express
2025-07-25,ORD-00297,CUST-10309,Consumer,Webcam,Accessories,South,Tamil Nadu,958.8,2,0.05,787.51,171.29,Bank Transfer,Standard
2025-04-07,ORD-00298,CUST-10101,Consumer,Notebook Pack,Office Supplies,South,Kerala,2168.8,7,0.05,1677.16,491.64,Credit Card,Express
2025-04-27,ORD-00299,CUST-10157,Consumer,Conference Table,Furniture,North,Haryana,3346.47,3,0.0,2220.91,,Credit Card,Standard
2025-02-17,ORD-00300,CUST-10317,Consumer,Notebook Pack,Office Supplies,North,Delhi,750.1,2,0.0,652.24,97.85,Cash,Standard
2025-01-30,ORD-00301,CUST-10340,Consumer,Ink Cartridge,Office Supplies,North,Delhi,924.51,3,0.0,592.91,331.6,Debit Card,Express
2025-01-14,ORD-00302,CUST-10230,Corporate,Webcam,Accessories,West,Rajasthan,316.18,1,0.15,230.77,85.41,Credit Card,Standard
2025-08-16,ORD-00303,CUST-10243,Consumer,Office Chair,Furniture,East,Bihar,1022.41,2,0.1,752.95,269.46,Credit Card,Express
2025-02-27,ORD-00304,CUST-10215,Consumer,Standing Desk,Furniture,East,Bihar,4366.32,5,0.1,2744.45,1621.88,Debit Card,Standard
2025-07-29,ORD-00305,CUST-10100,Corporate,Keyboard,Accessories,South,Tamil Nadu,1568.52,3,0.05,1249.73,318.79,Credit Card,Express
2025-12-14,ORD-00306,CUST-10311,Consumer,Bookshelf,Furniture,East,Odisha,2318.94,3,0.1,1406.81,912.13,Debit Card,Standard
2025-09-12,ORD-00307,CUST-10012,Consumer,Desk Organizer,Office Supplies,East,Bihar,1116.36,6,0.15,879.61,236.75,Cash,Express
2025-07-30,ORD-00308,CUST-10021,Consumer,Conference Table,Furniture,North,Delhi,636.14,1,0.15,530.91,105.23,Bank Transfer,Standard
2025-02-12,ORD-00309,CUST-10211,Consumer,Monitor 27,Electronics,West,Rajasthan,3285.06,3,0.1,2249.67,1035.39,Credit Card,Standard
2025-06-28,ORD-00310,CUST-10294,Consumer,Notebook Pack,Office Supplies,West,Goa,628.01,2,0.15,497.9,130.11,Debit Card,Standard
2025-11-22,ORD-00311,CUST-10285,Corporate,Tablet Air,Electronics,East,Jharkhand,3259.85,4,0.1,2044.03,1215.82,Debit Card,Standard
2025-05-21,ORD-00312,CUST-10238,Consumer,Tablet Air,Electronics,East,Odisha,3538.83,3,0.1,2950.62,588.21,Bank Transfer,Standard
2025-10-29,ORD-00313,CUST-10132,Corporate,Desk Organizer,Office Supplies,West,Rajasthan,298.14,1,0.15,258.07,40.07,Bank Transfer,Standard
2025-09-16,ORD-00314,CUST-10126,Corporate,Printer Paper,Office Supplies,East,Jharkhand,372.09,1,0.05,232.86,139.23,Debit Card,Standard
2025-04-08,ORD-00315,CUST-10149,Consumer,Keyboard,Accessories,East,West Bengal,1779.61,6,0.05,1401.55,378.06,Credit Card,Express
2025-02-21,ORD-00316,CUST-10090,Consumer,Monitor 27,Electronics,East,Jharkhand,1519.79,1,0.05,1112.11,407.69,Bank Transfer,Standard
2025-01-07,ORD-00317,CUST-10147,Consumer,Monitor 27,Electronics,East,Bihar,7024.59,6,0.1,5194.33,1830.26,UPI,Standard
2025-04-11,ORD-00318,CUST-10037,Consumer,Mouse,Accessories,North,Delhi,3342.85,7,0.1,2647.36,695.49,Bank Transfer,Standard
2025-05-02,ORD-00319,CUST-10112,Corporate,Smartphone X,Electronics,West,Goa,2869.1,4,0.1,2084.75,784.35,Cash,Standard
2025-08-28,ORD-00320,CUST-10330,Consumer,Laptop Pro,Electronics,South,Karnataka,3457.5,3,0.05,2628.04,829.46,Bank Transfer,Express
2025-07-28,ORD-00321,CUST-10248,Small Business,Smartphone X,Electronics,South,Telangana,7921.92,6,0.0,5143.46,2778.45,Debit Card,Same Day
2025-06-24,ORD-00322,CUST-10050,Corporate,Bookshelf,Furniture,East,Bihar,4528.82,7,0.15,3140.98,1387.85,Cash,Standard
2025-09-21,ORD-00323,CUST-10101,Corporate,Webcam,Accessories,East,Odisha,397.13,1,0.05,333.42,63.71,Debit Card,Express
2025-10-09,ORD-00324,CUST-10091,Corporate,Ink Cartridge,Office Supplies,East,West Bengal,1821.67,7,0.15,1116.63,705.04,Debit Card,Standard
2025-09-18,ORD-00325,CUST-10099,Corporate,Printer Paper,Office Supplies,South,Karnataka,2140.4,7,0.0,1625.14,515.25,Cash,Same Day
2025-11-24,ORD-00326,CUST-10242,Small Business,Tablet Air,Electronics,North,Haryana,707.41,1,0.1,449.41,258.0,UPI,Standard
2025-05-12,ORD-00327,CUST-10314,Small Business,Office Chair,Furniture,South,Kerala,766.21,1,0.1,638.99,127.22,Bank Transfer,Standard
2025-10-28,ORD-00328,CUST-10249,Consumer,Bookshelf,Furniture,East,Odisha,3559.27,6,0.15,2682.67,876.6,Bank Transfer,Standard
2025-06-03,ORD-00329,CUST-10171,Consumer,Tablet Air,Electronics,North,Uttar Pradesh,1590.86,1,0.0,1115.06,475.8,Debit Card,Standard
2025-03-09,ORD-00330,CUST-10057,Consumer,Tablet Air,Electronics,West,Maharashtra,6995.3,5,0.15,4581.56,2413.75,UPI,Express
2025-02-23,ORD-00331,CUST-10051,Consumer,Monitor 27,Electronics,North,Delhi,920.86,1,0.1,654.78,266.08,Bank Transfer,Standard
2025-02-03,ORD-00332,CUST-10285,Corporate,Monitor 27,Electronics,West,Goa,4089.02,5,,3546.34,542.68,Credit Card,Standard
2025-12-15,ORD-00333,CUST-10238,Consumer,Notebook Pack,Office Supplies,North,Uttar Pradesh,416.1,2,0.1,304.91,111.2,Cash,Standard
2025-03-03,ORD-00334,CUST-10179,Corporate,Printer Paper,Office Supplies,South,Tamil Nadu,289.02,1,0.0,208.34,80.68,Bank Transfer,Same Day
2025-11-01,ORD-00335,CUST-10203,Corporate,Tablet Air,Electronics,West,Rajasthan,1396.84,1,0.1,1122.9,273.95,Credit Card,Express
2025-10-13,ORD-00336,CUST-10297,Consumer,Office Chair,Furniture,North,Haryana,1695.8,2,0.05,1176.4,519.4,Debit Card,Same Day
2025-06-10,ORD-00337,CUST-10285,Corporate,Notebook Pack,Office Supplies,West,Maharashtra,738.75,4,0.05,523.2,215.55,UPI,Express
2025-11-30,ORD-00338,CUST-10031,Consumer,Ink Cartridge,Office Supplies,North,Haryana,171.84,1,0.1,117.04,54.8,Debit Card,Same Day
2025-11-28,ORD-00339,CUST-10139,Corporate,Keyboard,Accessories,West,Maharashtra,1886.78,6,0.1,1179.76,707.02,UPI,Standard
2025-12-04,ORD-00340,CUST-10015,Corporate,Conference Table,Furniture,South,Karnataka,5627.92,5,0.0,4469.37,1158.55,Cash,Standard
2025-07-01,ORD-00341,CUST-10135,Consumer,Mouse,Accessories,West,Rajasthan,1445.45,3,0.0,1216.94,228.51,Bank Transfer,Standard
2025-04-19,ORD-00342,CUST-10223,Corporate,Laptop Pro,Electronics,South,Tamil Nadu,8857.95,7,0.0,7544.12,1313.83,Credit Card,Standard
2025-01-16,ORD-00343,CUST-10073,Consumer,Bookshelf,Furniture,South,Telangana,3847.0,5,0.0,3247.79,599.2,Cash,Express
2025-11-03,ORD-00344,CUST-10053,Corporate,Tablet Air,Electronics,North,Haryana,7211.57,5,0.1,5160.13,2051.44,UPI,Standard
2025-11-15,ORD-00345,CUST-10172,Corporate,Bookshelf,Furniture,South,Karnataka,1555.4,2,0.0,1034.68,520.72,Debit Card,Standard
2025-07-15,ORD-00346,CUST-10184,Consumer,Conference Table,Furniture,South,Telangana,4761.11,5,0.15,3672.61,1088.5,UPI,Express
2025-01-26,ORD-00347,CUST-10250,Corporate,Monitor 27,Electronics,South,Tamil Nadu,6286.92,4,0.0,5447.06,839.86,UPI,Standard
2025-10-28,ORD-00348,CUST-10005,Small Business,Desk Organizer,Office Supplies,West,Goa,2031.87,7,0.0,1621.67,410.2,Credit Card,Standard
2025-04-19,ORD-00349,CUST-10087,Corporate,Monitor 27,Electronics,North,Punjab,5338.84,4,0.15,3889.1,1449.74,Credit Card,Standard
2025-07-20,ORD-00350,CUST-10273,Corporate,Tablet Air,Electronics,West,Rajasthan,4760.26,5,0.05,3744.62,1015.64,Bank Transfer,Express
2025-08-29,ORD-00351,CUST-10239,Corporate,Laptop Pro,Electronics,North,Delhi,3856.79,3,0.05,3130.79,726.0,Cash,Standard
2025-02-23,ORD-00352,CUST-10315,Consumer,Bookshelf,Furniture,West,Gujarat,489.85,1,0.2,419.21,70.65,Bank Transfer,Standard
2025-01-23,ORD-00353,CUST-10286,Corporate,Monitor 27,Electronics,North,Punjab,946.82,1,0.2,765.94,180.88,Bank Transfer,Standard
2025-01-29,ORD-00354,CUST-10294,Small Business,Bookshelf,Furniture,North,Delhi,4411.8,7,0.1,3132.19,1279.61,Debit Card,Express
2025-12-17,ORD-00355,CUST-10179,Consumer,Smartphone X,Electronics,East,West Bengal,4831.45,6,0.0,3198.82,1632.64,Credit Card,Standard
2025-12-16,ORD-00356,CUST-10336,Consumer,Desk Organizer,Office Supplies,East,Jharkhand,493.65,3,0.1,360.35,133.3,Credit Card,Standard
2025-06-05,ORD-00357,CUST-10146,Consumer,USB Hub,Accessories,North,Uttar Pradesh,1528.47,5,0.2,1036.99,491.47,Cash,Same Day
2025-06-05,ORD-00358,CUST-10317,Consumer,Office Chair,Furniture,South,Telangana,762.7,1,0.2,658.08,104.62,Debit Card,Express
2025-05-29,ORD-00359,CUST-10138,Consumer,Printer Paper,Office Supplies,East,Odisha,283.97,1,0.0,207.98,75.99,Debit Card,Standard
2025-05-08,ORD-00360,CUST-10156,Consumer,USB Hub,Accessories,North,Uttar Pradesh,1422.7,4,0.05,1026.64,396.06,UPI,Standard
2025-07-18,ORD-00361,CUST-10240,Corporate,Mouse,Accessories,South,Tamil Nadu,2878.71,5,0.05,1970.36,908.35,Debit Card,Standard
2025-05-11,ORD-00362,CUST-10140,Consumer,Printer Paper,Office Supplies,West,Gujarat,2747.18,7,0.0,2120.33,626.84,Bank Transfer,Express
2025-08-13,ORD-00363,CUST-10052,Consumer,Mouse,Accessories,West,Rajasthan,1702.19,6,0.1,1252.83,449.35,Debit Card,Standard
2025-05-19,ORD-00364,CUST-10314,Corporate,USB Hub,Accessories,West,Goa,783.7,2,0.05,484.89,298.82,Bank Transfer,Same Day
2025-08-18,ORD-00365,CUST-10159,Consumer,Notebook Pack,Office Supplies,North,Punjab,1865.85,6,0.05,1568.73,297.11,Cash,Express
2025-12-11,ORD-00366,CUST-10325,Consumer,Office Chair,Furniture,East,Jharkhand,4205.09,4,0.0,2891.86,1313.23,UPI,Standard
2025-03-17,ORD-00367,CUST-10140,Corporate,Tablet Air,Electronics,North,Haryana,5856.64,6,0.1,4156.89,1699.75,Cash,Standard
